PLUS,McMullen,State,Locality,Name,Type,Found_Date,First_Ref,Latest_Ref,Cess_Date,ED_for_Size,Size_at_ED,LD_for_Size,Size_at_LD,card_image
8111,6770,WI,Menominee,Menominee Free Library,Public,,1874,1874,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/06770.gif
8112,6785,WI,Milwaukee,Public School Teachers Library,Public,1874,,1884,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/06785.gif
8113,6799,WI,Pewaukee,Public Library,Public,1872,,1884,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/06799.gif
8114,6816,WI,Sparta,Village Library,Public,1874,,1884,,1875,500,1875,500,https://library.princeton.edu/visual_materials/mcmullen/gif/06816.gif
8115,30906,MI,Ann Arbor,School District Library,Public,,1856,1883,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/30906.gif
8116,30907,MI,Battle Creek,Public School Library,Public,1871,,1991,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/30907.gif
8117,3382,MI,Bay City,Public Library,Public,,1875,1884,,1875,3850,1875,3850,https://library.princeton.edu/visual_materials/mcmullen/gif/03382.gif
8118,3395,MI,Capac,Mussey Library,Public,1860,,1884,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/03395.gif
8119,3415,MI,Detriot,Public Library,Public,1865,,1884,,1869,15500,1875,22882,https://library.princeton.edu/visual_materials/mcmullen/gif/03415.gif
8120,3423,MI,East Saginaw,Public Library,Public,1861,,1884,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/03423.gif
8121,3426,MI,Essexville,Hampton Library,Public,1851,,1884,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/03426.gif
8122,3440,MI,Grand Rapids,Public Library,Public,1872,,1884,,1875,7500,1875,7500,https://library.princeton.edu/visual_materials/mcmullen/gif/03440.gif
8123,3473,MI,Kalamazoo,Public Library,Public,1872,,1884,,1872,3000,1875,3125,https://library.princeton.edu/visual_materials/mcmullen/gif/03473.gif
8124,3482,MI,Lansing,Public Library,Public,,1858,1875,,1875,520,1875,520,https://library.princeton.edu/visual_materials/mcmullen/gif/03482.gif
8125,3493,MI,Marquette,City Library,Public,1856,,1884,,1875,1500,1875,1500,https://library.princeton.edu/visual_materials/mcmullen/gif/03493.gif
8126,3494,MI,Marquette,Peter White Library,Public,1872,,1884,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/03494.gif
8127,3500,MI,Monroe,Public Library,Public,1828,,1990,,1850,1500,1875,1672,https://library.princeton.edu/visual_materials/mcmullen/gif/03500.gif
8128,30914,MI,Mount Clemens,School District Public Library,Public,1865,,1989,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/30914.gif
8129,3502,MI,Neguanee,Public Library,Public,1860,,1884,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/03502.gif
8130,3516,MI,Rockland,Rockland District Library,Public,1875,,1884,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/03516.gif
8131,3518,MI,Saginaw,Public and Union School Library,Public,1857,,1899,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/03518.gif
8132,3542,MI,Wyandotte,Public Library,Public,1869,,1884,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/03542.gif
8133,931,IL,Batavia,Batavia Free Library,Public,1868,,,1904,1872,700,1875,1000,https://library.princeton.edu/visual_materials/mcmullen/gif/00931.gif
8134,967,IL,Centralia,Public Library,Public,1872,,1904,,1875,614,1875,614,https://library.princeton.edu/visual_materials/mcmullen/gif/00967.gif
8135,969,IL,Champaign,Public Library,Public,1868,,1904,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/00969.gif
8136,1013,IL,Chicago,Public Library,Public,1872,,1904,,1875,48100,1875,48100,https://library.princeton.edu/visual_materials/mcmullen/gif/01013.gif
8137,1037,IL,Decatur,Free Library,Public,1875,,1904,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/01037.gif
8138,1044,IL,Earlville,Public Library,Public,1873,,1873,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/01044.gif
8139,1047,IL,East St. Louis,Public Library and Reading Room,Public,1874,,1904,,1875,4022,1875,4022,https://library.princeton.edu/visual_materials/mcmullen/gif/01047.gif
8140,1054,IL,Elgin,Free Public Library,Public,1874,,1902,,1875,1800,1875,1800,https://library.princeton.edu/visual_materials/mcmullen/gif/01054.gif
8141,1058,IL,Elmwood,School and Public Library,Public,1875,,1884,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/01058.gif
8142,1062,IL,Evanston,Free Public Library of Evanston,Public,1873,,1904,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/01062.gif
8143,1088,IL,Galesburg,Public Library and Reading Room,Public,1874,,1884,,1874,4500,1875,4436,https://library.princeton.edu/visual_materials/mcmullen/gif/01088.gif
8144,1122,IL,Kewanee,Public Library,Public,1875,,1904,,1875,800,1875,800,https://library.princeton.edu/visual_materials/mcmullen/gif/01122.gif
8145,1151,IL,Moline,Public Library,Public,1873,,1902,,1875,2776,1875,2776,https://library.princeton.edu/visual_materials/mcmullen/gif/01151.gif
8146,1176,IL,Onarga,Public Library,Public,1873,,1902,,1875,1000,1875,1000,https://library.princeton.edu/visual_materials/mcmullen/gif/01176.gif
8147,1178,IL,Origon,Public Library,Public,1872,,1898,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/01178.gif
8148,1214,IL,Rock Island,Public Library,Public,1872,,1904,,1875,3672,1875,3672,https://library.princeton.edu/visual_materials/mcmullen/gif/01214.gif
8149,1216,IL,Rockford,Public Library,Public,1872,,1904,,1872,1603,1875,6500,https://library.princeton.edu/visual_materials/mcmullen/gif/01216.gif
8150,1255,IL,Streator,Public Library,Public,1871,,1875,,1875,300,1875,300,https://library.princeton.edu/visual_materials/mcmullen/gif/01255.gif
8151,1263,IL,Upper Alton,Free Public Library,Public,1874,,1876,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/01263.gif
8152,1268,IL,Urbana,Free Library,Public,1874,,1904,,1875,1046,1875,1046,https://library.princeton.edu/visual_materials/mcmullen/gif/01268.gif
8153,1274,IL,Warsaw,Free Public Library,Public,1872,,1902,,1875,925,1875,925,https://library.princeton.edu/visual_materials/mcmullen/gif/01274.gif
8154,2413,MA,Amherst,Public Library,Public,1874,,1884,,1875,1530,1875,1530,https://library.princeton.edu/visual_materials/mcmullen/gif/02413.gif
8155,2417,MA,Andover,Memorial Hall Library,Public,1873,,1884,,1875,4180,1875,4180,https://library.princeton.edu/visual_materials/mcmullen/gif/02417.gif
8156,2419,MA,Arlington,Public Library,Public,1853,,1870,,1869,2005,1870,2005,https://library.princeton.edu/visual_materials/mcmullen/gif/02419.gif
8157,2422,MA,Arlington,Town Library,Public,1837,,,1872,1842,545,1842,545,https://library.princeton.edu/visual_materials/mcmullen/gif/02422.gif
8158,2420,MA,Arlington,Public Library,Public,1871,,1875,,1875,3687,1875,3687,https://library.princeton.edu/visual_materials/mcmullen/gif/02420.gif
8159,2426,MA,Ashby,Town Library,Public,1874,,1884,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/02426.gif
8160,2432,MA,Auburn,Public Library,Public,1872,,1884,,1875,422,1875,422,https://library.princeton.edu/visual_materials/mcmullen/gif/02432.gif
8161,2434,MA,Ayer,Town Library,Public,1871,,1884,,1875,800,1875,800,https://library.princeton.edu/visual_materials/mcmullen/gif/02434.gif
8162,2436,MA,Barnstable,Sturgis Library,Public,1863,,1884,,1869,1845,1875,4000,https://library.princeton.edu/visual_materials/mcmullen/gif/02436.gif
8163,2437,MA,Barre,Town Library,Public,1857,,1884,,1875,1842,1875,1842,https://library.princeton.edu/visual_materials/mcmullen/gif/02437.gif
8164,2439,MA,Belmont,Free Public Library,Public,1867,,1884,,1875,2258,1875,2258,https://library.princeton.edu/visual_materials/mcmullen/gif/02439.gif
8165,2442,MA,Bernardston,Cushman Library,Public,1862,,1875,,1875,3000,1875,3000,https://library.princeton.edu/visual_materials/mcmullen/gif/02442.gif
8166,2444,MA,Beverly,Public Library,Public,1855,,1884,,1870,4610,1875,6000,https://library.princeton.edu/visual_materials/mcmullen/gif/02444.gif
8167,2458,MA,Bolton,Town Library,Public,1856,,1884,,1869,1200,1875,1500,https://library.princeton.edu/visual_materials/mcmullen/gif/02458.gif
8168,2514,MA,Boston,Keayne Library,Public,1656,,,1747,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/02514.gif
8169,2552,MA,Boston,Public Library,Public,1854,,1895,,1855,50000,1875,299869,https://library.princeton.edu/visual_materials/mcmullen/gif/02552.gif
8170,2572,MA,Boxford,Public Library,Public,1874,,1884,,1875,450,1875,450,https://library.princeton.edu/visual_materials/mcmullen/gif/02572.gif
8171,2575,MA,Braintree,Thayer Public Library,Public,1874,,1884,,1875,1540,1875,1540,https://library.princeton.edu/visual_materials/mcmullen/gif/02575.gif
8172,2581,MA,Brighton,Brighton Public Library,Public,1864,,,1874,1869,5008,1870,5008,https://library.princeton.edu/visual_materials/mcmullen/gif/02581.gif
8173,2585,MA,Brockton,Public Library,Public,1867,,1884,,1875,4478,1875,4478,https://library.princeton.edu/visual_materials/mcmullen/gif/02585.gif
8174,2587,MA,Brookfield,Merrick Public Library,Public,1865,,1884,,1869,1847,1875,4000,https://library.princeton.edu/visual_materials/mcmullen/gif/02587.gif
8175,2590,MA,Brookline,Public Library,Public,1857,,1884,,1869,10000,1875,16669,https://library.princeton.edu/visual_materials/mcmullen/gif/02590.gif
8176,2592,MA,Burlington,Town Library,Public,1857,,1884,,1869,800,1875,965,https://library.princeton.edu/visual_materials/mcmullen/gif/02592.gif
8177,2596,MA,Cambridge,Dana Library,Public,1874,,1879,,1875,7600,1875,7600,https://library.princeton.edu/visual_materials/mcmullen/gif/02596.gif
8178,2624,MA,Canton,Public Library,Public,1875,,1884,,1875,575,1875,575,https://library.princeton.edu/visual_materials/mcmullen/gif/02624.gif
8179,2625,MA,Carlisle,Free Public Library,Public,1872,,1884,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/02625.gif
8180,2628,MA,Charleston,Charleston Public Library,Public,1860,,1870,,1869,10155,1870,10155,https://library.princeton.edu/visual_materials/mcmullen/gif/02628.gif
8181,2641,MA,Chelsea,Public Library,Public,1869,,1884,,1869,2345,1875,5400,https://library.princeton.edu/visual_materials/mcmullen/gif/02641.gif
8182,2646,MA,Chesterfield,Town Library,Public,1873,,1875,,1875,500,1875,500,https://library.princeton.edu/visual_materials/mcmullen/gif/02646.gif
8183,2648,MA,Chicopee,Town Library,Public,1863,,1884,,1869,2600,1875,4100,https://library.princeton.edu/visual_materials/mcmullen/gif/02648.gif
8184,2649,MA,Clinton,Bigelow Free Public Library,Public,1873,,1884,,1875,4541,1875,4541,https://library.princeton.edu/visual_materials/mcmullen/gif/02649.gif
8185,2661,MA,Concord,Town Public Library,Public,1672,,1672,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/02661.gif
8186,2662,MA,Concord,Public Library,Public,1855,,1875,,1869,5584,1875,10601,https://library.princeton.edu/visual_materials/mcmullen/gif/02662.gif
8187,2664,MA,Conway,Social Library,Public,1870,,1875,,1875,875,1875,875,https://library.princeton.edu/visual_materials/mcmullen/gif/02664.gif
8188,2665,MA,Cummington,Bryant Library,Public,1872,,1875,,1875,4050,1875,4050,https://library.princeton.edu/visual_materials/mcmullen/gif/02665.gif
8189,2674,MA,Danvers,Peabody Library,Public,1866,,1875,,1875,7696,1875,7696,https://library.princeton.edu/visual_materials/mcmullen/gif/02674.gif
8190,2682,MA,Dedham,Public Library,Public,1871,,1875,,1875,4800,1875,4800,https://library.princeton.edu/visual_materials/mcmullen/gif/02682.gif
8191,95191,MA,Dorchester,Boston Public Library,Public,,1875,1875,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/95191.gif
8192,2735,MA,Fall River,Public Library,Public,1861,,1884,,1869,5633,1875,12754,https://library.princeton.edu/visual_materials/mcmullen/gif/02735.gif
8193,2743,MA,Fitchburg,Public Library,Public,1859,,1884,,1869,7500,1875,11000,https://library.princeton.edu/visual_materials/mcmullen/gif/02743.gif
8194,2746,MA,Foxboro,Boyden Library,Public,1870,,1884,,1875,2300,1875,2300,https://library.princeton.edu/visual_materials/mcmullen/gif/02746.gif
8195,2747,MA,Framingham,Framingham Public Library,Public,1785,,1815,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/02747.gif
8196,2749,MA,Framingham,Town Library,Public,1855,,1884,,1875,5700,1875,5700,https://library.princeton.edu/visual_materials/mcmullen/gif/02749.gif
8197,2752,MA,Franklin,Franklin Library,Public,,1875,1875,,1875,2380,1875,2380,https://library.princeton.edu/visual_materials/mcmullen/gif/02752.gif
8198,2762,MA,Georgetown,Peabody Library,Public,1869,,1875,,1875,4325,1875,4325,https://library.princeton.edu/visual_materials/mcmullen/gif/02762.gif
8199,2763,MA,Gill,Town Library,Public,1872,,1884,,1875,275,1875,275,https://library.princeton.edu/visual_materials/mcmullen/gif/02763.gif
8200,2764,MA,Globe Village,Hamilton Free Library,Public,1872,,1875,,1875,3400,1875,3400,https://library.princeton.edu/visual_materials/mcmullen/gif/02764.gif
8201,2771,MA,Gloucester,Sawyer Free Library,Public,1854,,1884,,1854,1400,1875,4500,https://library.princeton.edu/visual_materials/mcmullen/gif/02771.gif
8202,2773,MA,Grafton,Grafton Library,Public,1866,,1884,,1875,3203,1875,3203,https://library.princeton.edu/visual_materials/mcmullen/gif/02773.gif
8203,2783,MA,Groton,Public Library,Public,1854,,1884,,1869,1665,1875,3310,https://library.princeton.edu/visual_materials/mcmullen/gif/02783.gif
8204,2791,MA,Harvard,Public Library,Public,,1869,1884,,1869,1200,1875,1826,https://library.princeton.edu/visual_materials/mcmullen/gif/02791.gif
8205,2796,MA,Hatfield,Social Library,Public,1873,,1884,,1875,3000,1875,3000,https://library.princeton.edu/visual_materials/mcmullen/gif/02796.gif
8206,2802,MA,Haverhill,Public Library,Public,1874,,1884,,1875,20000,1875,20000,https://library.princeton.edu/visual_materials/mcmullen/gif/02802.gif
8207,2811,MA,Hingham,Public Library,Public,1869,,1884,,1875,5515,1875,5515,https://library.princeton.edu/visual_materials/mcmullen/gif/02811.gif
8208,2814,MA,Hinsdale,Public Library,Public,1866,,1884,,1869,2000,1875,2417,https://library.princeton.edu/visual_materials/mcmullen/gif/02814.gif
8209,2815,MA,Holbrook,Public Library,Public,1874,,1884,,1875,2332,1875,2332,https://library.princeton.edu/visual_materials/mcmullen/gif/02815.gif
8210,2818,MA,Holyoke,Public Library,Public,1870,,1884,,1875,5350,1875,5350,https://library.princeton.edu/visual_materials/mcmullen/gif/02818.gif
8211,2820,MA,Housatonic,The Cove Library,Public,1869,,1884,,1875,2500,1875,2500,https://library.princeton.edu/visual_materials/mcmullen/gif/02820.gif
8212,2823,MA,Hubbardston,Public Library,Public,1872,,1884,,1875,2200,1875,2200,https://library.princeton.edu/visual_materials/mcmullen/gif/02823.gif
8213,2824,MA,Hudson,Public Library,Public,1868,,1884,,1869,877,1875,1622,https://library.princeton.edu/visual_materials/mcmullen/gif/02824.gif
8214,2825,MA,Hyde Park,Public Library,Public,1874,,1884,,1875,4439,1875,4439,https://library.princeton.edu/visual_materials/mcmullen/gif/02825.gif
8215,2827,MA,Ipswich,Free Public Library,Public,1868,,1884,,1875,8000,1875,8000,https://library.princeton.edu/visual_materials/mcmullen/gif/02827.gif
8216,2833,MA,Lakeville,Town Library,Public,1860,,1875,,1875,625,1875,625,https://library.princeton.edu/visual_materials/mcmullen/gif/02833.gif
8217,2838,MA,Lancaster,Town Library,Public,1862,,1884,,1869,4000,1875,8430,https://library.princeton.edu/visual_materials/mcmullen/gif/02838.gif
8218,2842,MA,Lawrence,Public Library,Public,1872,,1884,,1875,13328,1875,13328,https://library.princeton.edu/visual_materials/mcmullen/gif/02842.gif
8219,2848,MA,Lee,Public Library,Public,1874,,1875,,1875,2500,1875,2500,https://library.princeton.edu/visual_materials/mcmullen/gif/02848.gif
8220,2852,MA,Leicester,Public Library,Public,1861,,1884,,1861,200,1875,3007,https://library.princeton.edu/visual_materials/mcmullen/gif/02852.gif
8221,2857,MA,Lennox,Public Library,Public,1855,,1857,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/02857.gif
8222,2862,MA,Leominster,Public Library,Public,1856,,1884,,1869,3756,1875,6500,https://library.princeton.edu/visual_materials/mcmullen/gif/02862.gif
8223,2864,MA,Lexington,Cary Library,Public,1868,,1884,,1875,4468,1875,4468,https://library.princeton.edu/visual_materials/mcmullen/gif/02864.gif
8224,2868,MA,Lunenburg,Public Library,Public,1856,,1884,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/02868.gif
8225,2869,MA,Lincoln,Public Library,Public,1871,,1884,,1875,2000,1875,2000,https://library.princeton.edu/visual_materials/mcmullen/gif/02869.gif
8226,2888,MA,Lunenburg,Town Library,Public,1850,,1875,,1869,1350,1875,1500,https://library.princeton.edu/visual_materials/mcmullen/gif/02888.gif
8227,2889,MA,Lynn,Public Library,Public,1862,,1884,,1862,4000,1875,19808,https://library.princeton.edu/visual_materials/mcmullen/gif/02889.gif
8228,2901,MA,Manchester,Manchester Lyceum Public Library,Public,1871,,1884,,1871,1000,1875,2650,https://library.princeton.edu/visual_materials/mcmullen/gif/02901.gif
8229,2904,MA,Marion,Tabor Library,Public,1855,,1884,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/02904.gif
8230,2907,MA,Marlboro,Public Library,Public,1871,,1884,,1875,6000,1875,6000,https://library.princeton.edu/visual_materials/mcmullen/gif/02907.gif
8231,2912,MA,Medfield,Public Library,Public,1873,,1884,,1875,1200,1875,1200,https://library.princeton.edu/visual_materials/mcmullen/gif/02912.gif
8232,2914,MA,Medford,Public Library,Public,1856,,1884,,1875,6003,1875,6003,https://library.princeton.edu/visual_materials/mcmullen/gif/02914.gif
8233,2919,MA,Melrose,Melrose Library,Public,1871,,1884,,1875,2600,1875,2600,https://library.princeton.edu/visual_materials/mcmullen/gif/02919.gif
8234,2923,MA,Methuen,Public Library,Public,1873,,1884,,1875,850,1875,850,https://library.princeton.edu/visual_materials/mcmullen/gif/02923.gif
8235,2926,MA,Middleborough,Public Library,Public,1874,,1884,,1874,500,1875,1200,https://library.princeton.edu/visual_materials/mcmullen/gif/02926.gif
8236,2929,MA,Middlefield,Public Library,Public,1873,,1884,,1875,250,1875,250,https://library.princeton.edu/visual_materials/mcmullen/gif/02929.gif
8237,12279,MA,Middleton,Midleton Public Library,Public,,1869,1869,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/12279.gif
8238,2936,MA,Milford,Town Library,Public,1858,,1884,,1875,4215,1875,4215,https://library.princeton.edu/visual_materials/mcmullen/gif/02936.gif
8239,2937,MA,Millbury,Town Library,Public,1866,,1884,,1869,1265,1875,2863,https://library.princeton.edu/visual_materials/mcmullen/gif/02937.gif
8240,2940,MA,Milton,Public Library,Public,1871,,1884,,1875,6000,1875,6000,https://library.princeton.edu/visual_materials/mcmullen/gif/02940.gif
8241,2944,MA,Nahant,Public Library,Public,1871,,1884,,1875,4000,1875,4000,https://library.princeton.edu/visual_materials/mcmullen/gif/02944.gif
8242,2951,MA,Nantucket,Town Library,Public,1854,,1884,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/02951.gif
8243,2954,MA,Natick,Morse Institute,Public,1874,,1884,,1875,7803,1875,7803,https://library.princeton.edu/visual_materials/mcmullen/gif/02954.gif
8244,2956,MA,Natick,Public Library,Public,1857,,1874,,1859,1741,1874,3154,https://library.princeton.edu/visual_materials/mcmullen/gif/02956.gif
8245,2962,MA,New Bedford,Public Library,Public,1852,,1884,,1857,10000,1875,31000,https://library.princeton.edu/visual_materials/mcmullen/gif/02962.gif
8246,12282,MA,New Bedford,Public Library,Public,,1853,1853,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/12282.gif
8247,2974,MA,Newburyport,Public Library,Public,1855,,1884,,1857,8493,1875,16218,https://library.princeton.edu/visual_materials/mcmullen/gif/02974.gif
8248,2980,MA,Newton,Free Library,Public,1870,,1884,,1875,10088,1875,1088,https://library.princeton.edu/visual_materials/mcmullen/gif/02980.gif
8249,2987,MA,Newton Lower Falls,Free Library,Public,1869,,1875,,1875,2000,1875,2000,https://library.princeton.edu/visual_materials/mcmullen/gif/02987.gif
8250,2990,MA,North Amherst,Public Library,Public,1869,,1884,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/02990.gif
8251,2991,MA,North Andover,North Andover Library,Public,1875,,1884,,1875,2000,1875,2000,https://library.princeton.edu/visual_materials/mcmullen/gif/02991.gif
8252,2992,MA,North Attleborough,Public Library,Public,1869,,1884,,1875,1200,1875,1200,https://library.princeton.edu/visual_materials/mcmullen/gif/02992.gif
8253,2993,MA,North Bridgewater,North Bridgewater Public Library,Public,1867,,1870,,1869,2667,1870,2667,https://library.princeton.edu/visual_materials/mcmullen/gif/02993.gif
8254,3000,MA,North Reading,Flint Library,Public,1872,,1884,,1875,800,1875,800,https://library.princeton.edu/visual_materials/mcmullen/gif/03000.gif
8255,3010,MA,Northampton,Public Library,Public,1860,,1884,,1869,5000,1875,10474,https://library.princeton.edu/visual_materials/mcmullen/gif/03010.gif
8256,3015,MA,Northborough,Free Library,Public,1868,,1884,,1875,3142,1875,3142,https://library.princeton.edu/visual_materials/mcmullen/gif/03015.gif
8257,3027,MA,Norwook,Free Public Library,Public,1873,,1884,,1875,2100,1875,2100,https://library.princeton.edu/visual_materials/mcmullen/gif/03027.gif
8258,3029,MA,Orange,Town Library,Public,1846,,1884,,1875,2436,1875,2436,https://library.princeton.edu/visual_materials/mcmullen/gif/03029.gif
8259,3031,MA,Oxford,Free Public Library,Public,1870,,1884,,1875,1680,1875,1680,https://library.princeton.edu/visual_materials/mcmullen/gif/03031.gif
8260,3041,MA,Peabody,Eden Dale Sutton Reference Library,Public,1869,,1884,,1875,950,1875,950,https://library.princeton.edu/visual_materials/mcmullen/gif/03041.gif
8261,3042,MA,South Danvers,Peabody Institute,Public,1854,,1884,,1854,1500,1875,15555,https://library.princeton.edu/visual_materials/mcmullen/gif/03042.gif
8262,3044,MA,Pepperell,Pepperell Library,Public,,1875,1875,,1875,600,1875,600,https://library.princeton.edu/visual_materials/mcmullen/gif/03044.gif
8263,3045,MA,Phillipston,Phillips Free Public Library,Public,1862,,1884,,1869,1869,1875,2953,https://library.princeton.edu/visual_materials/mcmullen/gif/03045.gif
8264,3046,MA,Pittsfield,Berkshire Athenaeum,Public,1871,,1884,,1875,18000,1875,18000,https://library.princeton.edu/visual_materials/mcmullen/gif/03046.gif
8265,3057,MA,Plymouth,Public Library,Public,1871,,1884,,1875,5000,1875,5000,https://library.princeton.edu/visual_materials/mcmullen/gif/03057.gif
8266,3060,MA,Provincetown,Public Library,Public,1874,,1884,,1875,2180,1875,2180,https://library.princeton.edu/visual_materials/mcmullen/gif/03060.gif
8267,3061,MA,Quincy,Adams Library,Public,1822,,1827,,1822,3000,1822,3000,https://library.princeton.edu/visual_materials/mcmullen/gif/03061.gif
8268,3063,MA,Quincy,Public Library,Public,1871,,1884,,1875,8941,1875,8941,https://library.princeton.edu/visual_materials/mcmullen/gif/03063.gif
8269,3070,MA,Randolph,Reading Room Library,Public,1870,,1875,,1875,1240,1875,1240,https://library.princeton.edu/visual_materials/mcmullen/gif/03070.gif
8270,3073,MA,South Reading,Public Library,Public,1856,,1870,,1869,3000,1869,3000,https://library.princeton.edu/visual_materials/mcmullen/gif/03073.gif
8271,3074,MA,Reading,Public Library,Public,1869,,1884,,1869,852,1875,3450,https://library.princeton.edu/visual_materials/mcmullen/gif/03074.gif
8272,3081,MA,Rockport,Public Library,Public,1871,,1884,,1875,1200,1875,1200,https://library.princeton.edu/visual_materials/mcmullen/gif/03081.gif
8273,3085,MA,Rowe,Town Library,Public,1869,,1884,,1875,600,1875,600,https://library.princeton.edu/visual_materials/mcmullen/gif/03085.gif
8274,95192,MA,Roxbury,Boston Public Library - Roxbury Branch,Public,,1873,1873,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/95192.gif
8275,3095,MA,Rutland,Public Library,Public,1820,,1836,,1836,1065,1836,1065,https://library.princeton.edu/visual_materials/mcmullen/gif/03095.gif
8276,3096,MA,Ruthland,Public Library,Public,1865,,1884,,1869,331,1875,760,https://library.princeton.edu/visual_materials/mcmullen/gif/03096.gif
8277,31128,MA,Saultborough,Public Library,Public,1852,,1870,,1870,2511,1870,2511,https://library.princeton.edu/visual_materials/mcmullen/gif/31128.gif
8278,3133,MA,Sherborn,Public Library,Public,1860,,1884,,1869,1500,1875,2025,https://library.princeton.edu/visual_materials/mcmullen/gif/03133.gif
8279,3138,MA,Shrewsbury,Free Public Library,Public,1872,,1884,,1875,1000,1875,1000,https://library.princeton.edu/visual_materials/mcmullen/gif/03138.gif
8280,3141,MA,Somerville,Public Library,Public,1873,,1884,,1875,4600,1875,4600,https://library.princeton.edu/visual_materials/mcmullen/gif/03141.gif
8281,3145,MA,South Dedham,Norwood Public Library,Public,1873,,1875,,1875,2100,1875,2100,https://library.princeton.edu/visual_materials/mcmullen/gif/03145.gif
8282,3154,MA,South Scituate,James Library,Public,1873,,1884,,1875,1100,1875,1100,https://library.princeton.edu/visual_materials/mcmullen/gif/03154.gif
8283,3157,MA,Southborough,Fay Library,Public,1851,,1884,,1875,3370,1875,3370,https://library.princeton.edu/visual_materials/mcmullen/gif/03157.gif
8284,3189,MA,Sturbridge,Quenebang Library,Public,1873,,1884,,1873,470,1875,1140,https://library.princeton.edu/visual_materials/mcmullen/gif/03189.gif
8285,3155,MA,South Sudbury,Goodnow Library,Public,1863,,1875,,1869,3784,1875,5300,https://library.princeton.edu/visual_materials/mcmullen/gif/03155.gif
8286,3158,MA,Southbridge,Public Library,Public,1870,,1884,,1875,5500,1875,5500,https://library.princeton.edu/visual_materials/mcmullen/gif/03158.gif
8287,3159,MA,Spencer,Public Library,Public,1860,,1884,,1875,2070,1875,2070,https://library.princeton.edu/visual_materials/mcmullen/gif/03159.gif
8288,3174,MA,Sterling,Free Public Library,Public,1870,,1884,,1875,2500,1875,2500,https://library.princeton.edu/visual_materials/mcmullen/gif/03174.gif
8289,3177,MA,Stockbridge,Jackson Library,Public,1863,,1884,,1869,4000,1875,4000,https://library.princeton.edu/visual_materials/mcmullen/gif/03177.gif
8290,3183,MA,Stoneham,Public Library,Public,1859,,1884,,1869,2511,1875,4651,https://library.princeton.edu/visual_materials/mcmullen/gif/03183.gif
8291,3185,MA,Stoughton,Public Library,Public,1874,,1884,,1875,962,1872,962,https://library.princeton.edu/visual_materials/mcmullen/gif/03185.gif
8292,3191,MA,Ludburg,Goodnow Library,Public,1863,,1884,,,0,,0,https://library.princeton.edu/visual_materials/mcmullen/gif/03191.gif
8293,3195,MA,Sutton,Sutton Free Library,Public,1875,,1884,,1875,1200,1875,1200,https://library.princeton.edu/visual_materials/mcmullen/gif/03195.gif
8294,3203,MA,Taunton,Taunton Public Library,Public,1866,,1884,,1869,7995,1875,12726,https://library.princeton.edu/visual_materials/mcmullen/gif/03203.gif
8295,3206,MA,Templeton,Boynton Free Public Library,Public,1873,,1884,,1875,1400,1875,1400,https://library.princeton.edu/visual_materials/mcmullen/gif/03206.gif
8296,3213,MA,Topsfield,Town Library,Public,1875,,1884,,1875,1250,1875,1250,https://library.princeton.edu/visual_materials/mcmullen/gif/03213.gif
8297,3217,MA,Upton,Town Library,Public,1871,,1884,,1875,825,1875,825,https://library.princeton.edu/visual_materials/mcmullen/gif/03217.gif
